Index,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,cashAndCashEquivalents,shortTermInvestments,cashAndShortTermInvestments,netReceivables,inventory,otherCurrentAssets,totalCurrentAssets,propertyPlantEquipmentNet,goodwill,intangibleAssets,goodwillAndIntangibleAssets,longTermInvestments,taxAssets,otherNonCurrentAssets,totalNonCurrentAssets,otherAssets,totalAssets,accountPayables,shortTermDebt,taxPayables,deferredRevenue,otherCurrentLiabilities,totalCurrentLiabilities,longTermDebt,deferredRevenueNonCurrent,deferredTaxLiabilitiesNonCurrent,otherNonCurrentLiabilities,totalNonCurrentLiabilities,otherLiabilities,capitalLeaseObligations,totalLiabilities,preferredStock,commonStock,retainedEarnings,accumulatedOtherComprehensiveIncomeLoss,othertotalStockholdersEquity,totalStockholdersEquity,totalEquity,totalLiabilitiesAndStockholdersEquity,minorityInterest,totalLiabilitiesAndTotalEquity,totalInvestments,totalDebt,netDebt,link,finalLink,Company
1998,USD,0000002488,1999-03-29,1999-03-29 00:00:00,1998,FY,362000000,335000000,697000000,416000000,175000000,274000000,1562000000,2268000000,0,0,0,237000000,35000000,151000000,2691000000,0,4253000000,334000000,6000000,0,0,501000000,841000000,1372000000,0,0,35000000,1407000000,0,0,2248000000,0,1000000,962000000,-60000000,1102000000,2005000000,2005000000,4253000000,0,4253000000,572000000,1378000000,1016000000,https://www.sec.gov/Archives/edgar/data/2488/000101287099000892/0001012870-99-000892-index.html,https://www.sec.gov/Archives/edgar/data/2488/0001012870-99-000892.txt,AMD
1997,USD,0000002488,1997-12-28,1997-12-27 19:00:00,1997,FY,241000000,226000000,467000000,329000000,169000000,210000000,1175000000,1991000000,0,0,0,204000000,96000000,49000000,2340000000,0,3515000000,360000000,7000000,0,0,360000000,727000000,663000000,0,0,96000000,759000000,0,0,1486000000,0,1000000,1066000000,-57000000,1020000000,2030000000,2030000000,3516000000,0,3516000000,430000000,670000000,429000000,,,AMD
1996,USD,0000002488,1997-03-20,1997-03-20 00:00:00,1996,FY,166000000,220000000,386000000,320000000,154000000,169000000,1029000000,1787000000,0,0,0,197000000,95000000,37000000,2116000000,0,3145000000,224000000,15000000,0,0,344000000,583000000,445000000,0,0,95000000,540000000,0,0,1123000000,0,1000000,1087000000,-24000000,958000000,2022000000,2022000000,3145000000,0,3145000000,417000000,460000000,294000000,https://www.sec.gov/Archives/edgar/data/2488/000101287097000533/0001012870-97-000533-index.html,https://www.sec.gov/Archives/edgar/data/2488/0001012870-97-000533.txt,AMD
1995,USD,0000002488,1996-08-05,1996-08-04 20:00:00,1995,FY,113354000,377293000,490647000,275733000,154670000,175718000,1096768000,1636092000,0,0,0,0,0,298408000,1934500000,0,3031268000,223708000,56931000,0,100057000,241040000,621736000,214965000,0,94439000,0,309404000,0,0,931140000,0,1047000,1363256000,-1294881000,2030706000,2100128000,2100128000,3031268000,0,3031268000,0,271896000,158542000,https://www.sec.gov/Archives/edgar/data/2488/0000898430-96-003467-index.html,https://www.sec.gov/Archives/edgar/data/2488/,AMD
1994,USD,0000002488,1995-03-07,1995-03-07 00:00:00,1994,FY,378000000,0,378000000,337000000,129000000,143000000,987000000,1264000000,0,0,0,125000000,43000000,27000000,1459000000,0,2446000000,149000000,32000000,0,0,411000000,592000000,76000000,0,0,42000000,118000000,0,0,710000000,0,1000000,1036000000,-1201000000,1899000000,1735000000,1735000000,2445000000,0,2445000000,125000000,108000000,-270000000,https://www.sec.gov/Archives/edgar/data/2488/000095013195000530/0000950131-95-000530-index.html,https://www.sec.gov/Archives/edgar/data/2488/0000950131-95-000530.txt,AMD
1993,USD,0000002488,1993-12-31,1993-12-30 19:00:00,1993,FY,60423000,0,60423000,263617000,104050000,536096000,964186000,904326000,0,0,0,0,0,60719000,965045000,0,1929231000,127151000,52199000,0,0,275269000,454619000,79504000,0,42837000,0,122341000,0,0,576960000,0,926000,731577000,-1094037000,1713805000,1352271000,1352271000,1929231000,0,1929231000,0,131703000,71280000,,,AMD
1992,USD,0000002488,1992-12-31,1992-12-30 19:00:00,1992,FY,52000000,0,52000000,202100000,86000000,397600000,737700000,693300000,0,0,0,0,0,17100000,710400000,0,1448100000,61700000,46700000,0,0,244100000,352500000,19700000,0,29100000,100000,48900000,0,0,401400000,0,0,513100000,-991100000,1524700000,1046700000,1046700000,1448100000,0,1448100000,0,66400000,14400000,,,AMD
1991,USD,0000002488,1991-12-31,1991-12-30 19:00:00,1991,FY,153900000,0,153900000,189500000,91500000,191300000,626200000,626300000,0,0,0,0,0,39300000,665600000,0,1291800000,74400000,168600000,0,0,212300000,455300000,42000000,0,11000000,100000,53100000,0,0,508400000,0,0,278500000,-904300000,1409200000,783400000,783400000,1291800000,0,1291800000,0,210600000,56700000,,,AMD
1990,USD,0000002488,1990-12-31,1990-12-30 19:00:00,1990,FY,49100000,0,49100000,153500000,90000000,103900000,396500000,647000000,0,0,0,0,0,68200000,715200000,0,1111700000,84600000,61000000,0,0,171900000,317500000,131300000,0,26500000,100000,157900000,0,0,475400000,0,0,143500000,-802300000,1295100000,636300000,636300000,1111700000,0,1111700000,0,192300000,143200000,,,AMD
1989,USD,0000002488,1989-12-31,1989-12-30 19:00:00,1989,FY,79700000,0,79700000,183600000,90500000,239900000,593700000,505900000,0,0,0,0,0,22800000,528700000,0,1122400000,67700000,52400000,0,0,155700000,275800000,126400000,0,29300000,0,155700000,0,0,431500000,0,0,207500000,-756000000,1239400000,690900000,690900000,1122400000,0,1122400000,0,178800000,99100000,,,AMD
1988,USD,0000002488,1988-12-31,1988-12-30 19:00:00,1988,FY,286800000,0,286800000,167400000,90500000,27600000,572300000,495500000,0,0,0,0,0,13500000,509000000,0,1081300000,0,61800000,0,0,204400000,266200000,130400000,0,39900000,0,170300000,0,0,436500000,0,0,171700000,-752300000,1225400000,644800000,644800000,1081300000,0,1081300000,0,192200000,-94600000,,,AMD
1986,USD,0000002488,1986-03-31,1986-03-30 19:00:00,1986,FY,15400000,0,15400000,109000000,42500000,76200000,243100000,486500000,0,0,0,0,0,1900000,488400000,0,731500000,0,10800000,0,0,131600000,142400000,151600000,0,48200000,100000,199900000,0,0,342300000,0,0,269200000,-297100000,417100000,389200000,389200000,731500000,0,731500000,0,162400000,147000000,,,AMD
2023,USD,0001045810,2023-02-24,2023-02-24 17:23:43,2023,FY,3389000000,9907000000,13296000000,3827000000,5159000000,791000000,23073000000,4845000000,4372000000,1676000000,6048000000,0,3396000000,3820000000,18109000000,0,41182000000,1193000000,1250000000,0,0,4120000000,6563000000,10605000000,0,0,1913000000,12518000000,0,902000000,19081000000,0,2000000,21001000000,-43000000,1100000000,22101000000,22101000000,41182000000,0,41182000000,0,11855000000,8466000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/0001045810-23-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,NVDA
2022,USD,0001045810,2022-03-18,2022-02-15 19:00:00,2022,FY,1990000000,19218000000,21208000000,4650000000,2605000000,366000000,28829000000,3607000000,4349000000,2339000000,6688000000,266000000,1222000000,3575000000,15358000000,0,44187000000,1783000000,0,0,300000000,2252000000,4335000000,11687000000,202000000,245000000,1106000000,13240000000,0,741000000,17575000000,0,3000000,16235000000,-11000000,10385000000,26612000000,26612000000,44187000000,0,44187000000,19484000000,11687000000,9697000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/0001045810-22-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm,NVDA
2021,USD,0001045810,2021-02-26,2021-02-26 17:03:14,2021,FY,847000000,10714000000,11561000000,2429000000,1826000000,239000000,16055000000,2856000000,4193000000,2737000000,6930000000,144000000,806000000,2000000000,12736000000,0,28791000000,1201000000,1120000000,61000000,288000000,1255000000,3925000000,6598000000,163000000,241000000,971000000,7973000000,0,755000000,11898000000,0,1000000,18908000000,19000000,-2035000000,16893000000,16893000000,28791000000,0,28791000000,10858000000,7718000000,6871000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/0001045810-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm,NVDA
2020,USD,0001045810,2020-02-20,2020-02-20 16:38:18,2020,FY,10896000000,1000000,10897000000,1657000000,979000000,157000000,13690000000,2292000000,618000000,49000000,667000000,0,548000000,118000000,3625000000,0,17315000000,687000000,91000000,61000000,141000000,804000000,1784000000,2552000000,60000000,29000000,686000000,3327000000,0,652000000,5111000000,0,1000000,14971000000,1000000,-2769000000,12204000000,12204000000,17315000000,0,17315000000,0,2643000000,-8253000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/0001045810-20-000010-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,NVDA
2019,USD,0001045810,2019-02-21,2019-02-21 16:37:18,2019,FY,782000000,6640000000,7422000000,1424000000,1575000000,136000000,10557000000,1404000000,618000000,45000000,663000000,0,0,668000000,2735000000,0,13292000000,511000000,0,91000000,92000000,635000000,1329000000,1988000000,46000000,19000000,568000000,2621000000,0,0,3950000000,0,1000000,12565000000,-12000000,-3212000000,9342000000,9342000000,13292000000,0,13292000000,0,1988000000,1206000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/0001045810-19-000023-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581019000023/nvda-2019x10k.htm,NVDA
2018,USD,0001045810,2018-02-28,2018-02-28 16:31:19,2018,FY,4002000000,3106000000,7108000000,1265000000,796000000,86000000,9255000000,997000000,618000000,52000000,670000000,0,0,319000000,1986000000,0,11241000000,596000000,15000000,33000000,53000000,456000000,1153000000,1985000000,15000000,18000000,599000000,2617000000,0,0,3770000000,0,1000000,8787000000,-18000000,-1299000000,7471000000,7471000000,11241000000,0,11241000000,0,2000000000,-2002000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/0001045810-18-000010-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000010/nvda-2018x10k.htm,NVDA
2017,USD,0001045810,2017-03-01,2017-03-01 17:30:49,2017,FY,1766000000,5032000000,6798000000,826000000,794000000,118000000,8536000000,521000000,618000000,104000000,722000000,0,0,62000000,1305000000,0,9841000000,485000000,827000000,4000000,85000000,418000000,1819000000,1989000000,4000000,141000000,126000000,2260000000,0,6000000,4079000000,0,1000000,6108000000,-16000000,-331000000,5762000000,5762000000,9841000000,0,9841000000,0,2816000000,1050000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/0001045810-17-000027-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000027/nvda-2017x10k.htm,NVDA
2016,USD,0001045810,2016-03-17,2016-03-16 18:07:18,2016,FY,596000000,4441000000,5037000000,505000000,418000000,93000000,6053000000,466000000,618000000,166000000,784000000,0,0,67000000,1317000000,0,7370000000,296000000,1500000000,2000000,322000000,318000000,2438000000,10000000,44000000,301000000,108000000,463000000,0,10000000,2901000000,0,1000000,4350000000,-4000000,122000000,4469000000,4469000000,7370000000,0,7370000000,0,1510000000,914000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000205/0001045810-16-000205-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000205/nvda-2016x10k.htm,NVDA
2015,USD,0001045810,2015-03-12,2015-03-11 19:48:05,2015,FY,496654000,4126685000,4623339000,473637000,482893000,133428000,5713297000,557282000,618179000,221714000,839893000,0,0,90896000,1488071000,0,7201368000,293223000,0,2810000,292735000,307262000,896030000,1398428000,107838000,232307000,148783000,1887356000,0,14086000,2783386000,0,754000,3948877000,7844000,460507000,4417982000,4417982000,7201368000,0,7201368000,0,1398428000,901774000,https://www.sec.gov/Archives/edgar/data/1045810/000104581015000036/nvda-2015x10k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581015000036/nvda-2015x10k.htm,NVDA
2014,USD,0001045810,2014-03-13,2014-03-12 19:18:57,2014,FY,1151587000,3520223000,4671810000,426357000,387765000,138779000,5624711000,582740000,643179000,296012000,939191000,0,0,104252000,1626183000,0,7250894000,324391000,0,2378000,282405000,336322000,945496000,1373875000,172199000,157953000,144973000,1849000000,0,17500000,2794496000,0,732000,3504742000,4877000,946047000,4456398000,4456398000,7250894000,0,7250894000,0,1373875000,222288000,https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/nvda-2014x10k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581014000030/nvda-2014x10k.htm,NVDA
2013,USD,0001045810,2013-03-12,2013-03-12 17:03:06,2013,FY,732786000,2995097000,3727883000,454252000,419686000,173437000,4775258000,576144000,641030000,312332000,953362000,10030000,3527000,93924000,1636987000,0,6412245000,356428000,0,3173000,273605000,343017000,976223000,18998000,236152000,192950000,160219000,608319000,0,18998000,1584542000,0,720000,3246088000,9981000,1570914000,4827703000,4827703000,6412245000,0,6412245000,3005127000,18998000,-713788000,https://www.sec.gov/Archives/edgar/data/1045810/000104581013000008/0001045810-13-000008-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581013000008/nvda-2013x10k.htm,NVDA
2012,USD,0001045810,2012-03-13,2012-03-13 16:56:38,2012,FY,667876000,2461700000,3129576000,336143000,340297000,99342000,3905358000,560072000,641030000,326136000,967166000,10382000,7459000,102491000,1647570000,0,5552928000,335072000,0,6941000,270649000,317296000,929958000,21439000,200370000,133288000,122149000,477246000,0,21439000,1407204000,0,700000,2730418000,10614000,1403992000,4145724000,4145724000,5552928000,0,5552928000,2472082000,21439000,-646437000,https://www.sec.gov/Archives/edgar/data/1045810/000104581012000013/0001045810-12-000013-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581012000013/nvda-2012x10k.htm,NVDA
2011,USD,0001045810,2011-03-16,2011-03-16 16:33:51,2011,FY,665361000,1825202000,2490563000,348770000,345525000,42092000,3226950000,568857000,369844000,288745000,658589000,8792000,0,32058000,1268296000,0,4495246000,286138000,0,4576000,248864000,403104000,942682000,23389000,163000000,46129000,138584000,371102000,0,23389000,1313784000,0,677000,2149328000,10272000,1021185000,3181462000,3181462000,4495246000,0,4495246000,1833994000,23389000,-641972000,https://www.sec.gov/Archives/edgar/data/1045810/000104581011000015/fy2011form10k.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581011000015/fy2011form10k.htm,NVDA
2010,USD,0001045810,2010-03-18,2010-03-17 19:16:55,2010,FY,447221000,1281006000,1728227000,374963000,330674000,46966000,2480830000,571858000,369844000,120458000,490302000,6630000,0,36298000,1105088000,0,3585918000,344527000,0,0,19624000,420227000,784378000,24450000,0,17739000,94211000,136400000,0,24450000,920778000,0,653000,1896182000,12172000,756133000,2665140000,2665140000,3585918000,0,3585918000,1287636000,24450000,-422771000,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000006/0001045810-10-000006-index.html,https://www.sec.gov/Archives/edgar/data/1045810/000104581010000006/fy2010form10k.htm,NVDA
